stock_decision,name,slug,sku,brand_slug,category_slug,shortDescription,description,price,compareAtPrice,costPrice,stockStatus,stockQuantity,lowStockAlert,isFeatured,isActive,image_url,image_alt,metaTitle,metaDescription,metaKeywords,source_list_url,memory_type,speed,latency,capacity,voltage,other_features,color,ram_features,warranty
STOCK,Team T-CREATE EXPERT 8GB DDR4 3200MHz Desktop RAM,team-t-create-expert-8gb-ddr4-3200mhz-desktop-ram,RAM-TEAM-T-CREATE-EXPERT-8GB-DDR4-3200MHZ,team,desktop-ram,Team T-CREATE EXPERT 8GB DDR4 3200MHz Desktop RAM - fill your own short pitch before publish.,,8800,,,IN_STOCK,0,5,false,true,/uploads/ram/team-t-create-expert-8gb-ddr4-3200mhz-desktop-ram.webp,Team T-CREATE EXPERT 8GB DDR4 3200MHz Desktop RAM,Buy Team T-CREATE EXPERT 8GB DDR4 3200MHz Desktop RAM in Bangladesh | LogicBay BD,Team T-CREATE EXPERT 8GB DDR4 3200MHz Desktop RAM. Check price and warranty at LogicBay BD.,"desktop ram, team, ddr4, 8gb, 3200 mhz",https://www.startech.com.bd/team-t-create-expert-8gb-ddr4-ram,DDR4,3200 MHz,,8GB,,,,,Lifetime
STOCK,PNY XLR8 Gaming RGB 16GB DDR5 6000MHz CL36 Desktop RAM,pny-xlr8-gaming-rgb-16gb-ddr5-6000mhz-cl36-desktop-ram,RAM-PNY-XLR8-GAMING-RGB-16GB-DDR5-6000MHZ-CL,pny,desktop-ram,PNY XLR8 Gaming RGB 16GB DDR5 6000MHz CL36 Desktop RAM - fill your own short pitch before publish.,,28000,,,IN_STOCK,0,5,false,true,/uploads/ram/pny-xlr8-gaming-rgb-16gb-ddr5-6000mhz-cl36-desktop-ram.webp,PNY XLR8 Gaming RGB 16GB DDR5 6000MHz CL36 Desktop RAM,Buy PNY XLR8 Gaming RGB 16GB DDR5 6000MHz CL36 Desktop RAM in Bangladesh | LogicBay BD,PNY XLR8 Gaming RGB 16GB DDR5 6000MHz CL36 Desktop RAM. Check price and warranty at LogicBay BD.,"desktop ram, pny, ddr5, 16gb, 6000 mhz",https://www.startech.com.bd/pny-xlr8-gaming-rgb-16gb-ddr5-ram,DDR5,6000 MHz,,16GB,,,,RGB RAM,Lifetime
STOCK,Twinmos 8GB DDR4 2400MHz Desktop RAM,twinmos-8gb-ddr4-2400mhz-desktop-ram,RAM-TWINMOS-8GB-DDR4-2400MHZ,twinmos,desktop-ram,Twinmos 8GB DDR4 2400MHz Desktop RAM - fill your own short pitch before publish.,,3000,,,IN_STOCK,0,5,false,true,/uploads/ram/twinmos-8gb-ddr4-2400mhz-desktop-ram.jpg,Twinmos 8GB DDR4 2400MHz Desktop RAM,Buy Twinmos 8GB DDR4 2400MHz Desktop RAM in Bangladesh | LogicBay BD,Twinmos 8GB DDR4 2400MHz Desktop RAM. Check price and warranty at LogicBay BD.,"desktop ram, twinmos, ddr4, 8gb, 2400 mhz",https://www.startech.com.bd/twinmos-8gb-ddr4-2400mhz-desktop-ram,DDR4,2400 MHz,,8GB,,,,,Lifetime
STOCK,Netac Basic 4GB DDR4 2666MHZ Desktop RAM,netac-basic-4gb-ddr4-2666mhz-desktop-ram,RAM-NETAC-BASIC-4GB-DDR4-2666MHZ,netac,desktop-ram,Netac Basic 4GB DDR4 2666MHZ Desktop RAM - fill your own short pitch before publish.,,3900,3950,,IN_STOCK,0,5,false,true,/uploads/ram/netac-basic-4gb-ddr4-2666mhz-desktop-ram.webp,Netac Basic 4GB DDR4 2666MHZ Desktop RAM,Buy Netac Basic 4GB DDR4 2666MHZ Desktop RAM in Bangladesh | LogicBay BD,Netac Basic 4GB DDR4 2666MHZ Desktop RAM. Check price and warranty at LogicBay BD.,"desktop ram, netac, ddr4, 4gb, 2666 mhz",https://www.startech.com.bd/netac-basic-4gb-ddr4-2666mhz-desktop-ram,DDR4,2666 MHz,,4GB,,,,,Lifetime
STOCK,OCPC X3 RGB DDR4 3200MHz 8GB Desktop RAM White,ocpc-x3-rgb-ddr4-3200mhz-8gb-desktop-ram-white,RAM-OCPC-X3-RGB-DDR4-3200MHZ-8GB-WHITE,ocpc,desktop-ram,OCPC X3 RGB DDR4 3200MHz 8GB Desktop RAM White - fill your own short pitch before publish.,,7900,8200,,IN_STOCK,0,5,false,true,/uploads/ram/ocpc-x3-rgb-ddr4-3200mhz-8gb-desktop-ram-white.webp,OCPC X3 RGB DDR4 3200MHz 8GB Desktop RAM White,Buy OCPC X3 RGB DDR4 3200MHz 8GB Desktop RAM White in Bangladesh | LogicBay BD,OCPC X3 RGB DDR4 3200MHz 8GB Desktop RAM White. Check price and warranty at LogicBay BD.,"desktop ram, ocpc, ddr4, 8gb, 3200 mhz",https://www.startech.com.bd/ocpc-x3-rgb-ddr4-3200mhz-8gb-ram-white,DDR4,3200 MHz,,8GB,,,White,RGB RAM,Lifetime
STOCK,AITC Kingsman RGB 8GB DDR4 3200MHz Gaming Desktop RAM,aitc-kingsman-rgb-8gb-ddr4-3200mhz-gaming-desktop-ram,RAM-AITC-KINGSMAN-RGB-8GB-DDR4-3200MHZ-GAMIN,aitc,desktop-ram,AITC Kingsman RGB 8GB DDR4 3200MHz Gaming Desktop RAM - fill your own short pitch before publish.,,8800,,,IN_STOCK,0,5,false,true,/uploads/ram/aitc-kingsman-rgb-8gb-ddr4-3200mhz-gaming-desktop-ram.webp,AITC Kingsman RGB 8GB DDR4 3200MHz Gaming Desktop RAM,Buy AITC Kingsman RGB 8GB DDR4 3200MHz Gaming Desktop RAM in Bangladesh | LogicBay BD,AITC Kingsman RGB 8GB DDR4 3200MHz Gaming Desktop RAM. Check price and warranty at LogicBay BD.,"desktop ram, aitc, ddr4, 8gb, 3200 mhz",https://www.startech.com.bd/aitc-kingsman-rgb-8gb-ddr4-ram,DDR4,3200 MHz,,8GB,,,,RGB RAM,Lifetime
STOCK,Kimtigo WOLFRINE 16GB 3200MHz DDR4 UDIMM Desktop RAM White,kimtigo-wolfrine-16gb-3200mhz-ddr4-udimm-desktop-ram-white,RAM-KIMTIGO-WOLFRINE-16GB-3200MHZ-DDR4-UDIMM,kimtigo,desktop-ram,Kimtigo WOLFRINE 16GB 3200MHz DDR4 UDIMM Desktop RAM White - fill your own short pitch before publish.,,12500,,,IN_STOCK,0,5,false,true,/uploads/ram/kimtigo-wolfrine-16gb-3200mhz-ddr4-udimm-desktop-ram-white.webp,Kimtigo WOLFRINE 16GB 3200MHz DDR4 UDIMM Desktop RAM White,Buy Kimtigo WOLFRINE 16GB 3200MHz DDR4 UDIMM Desktop RAM White in Bangladesh | LogicBay BD,Kimtigo WOLFRINE 16GB 3200MHz DDR4 UDIMM Desktop RAM White. Check price and warranty at LogicBay BD.,"desktop ram, kimtigo, ddr4, 16gb, 3200 mhz",https://www.startech.com.bd/kimtigo-wolfrine-16gb-3200mhz-ram-white,DDR4,3200 MHz,,16GB,,,White,,Lifetime
STOCK,Colorful CVN Guardian 8GB DDR4 3200MHz RGB Desktop RAM,colorful-cvn-guardian-8gb-ddr4-3200mhz-rgb-desktop-ram,RAM-COLORFUL-CVN-GUARDIAN-8GB-DDR4-3200MHZ-R,colorful,desktop-ram,Colorful CVN Guardian 8GB DDR4 3200MHz RGB Desktop RAM - fill your own short pitch before publish.,,3000,,,IN_STOCK,0,5,false,true,/uploads/ram/colorful-cvn-guardian-8gb-ddr4-3200mhz-rgb-desktop-ram.webp,Colorful CVN Guardian 8GB DDR4 3200MHz RGB Desktop RAM,Buy Colorful CVN Guardian 8GB DDR4 3200MHz RGB Desktop RAM in Bangladesh | LogicBay BD,Colorful CVN Guardian 8GB DDR4 3200MHz RGB Desktop RAM. Check price and warranty at LogicBay BD.,"desktop ram, colorful, ddr4, 8gb, 3200 mhz",https://www.startech.com.bd/colorful-cvn-guardian-8gb-ddr4-3200mhz-rgb-ram,DDR4,3200 MHz,,8GB,,,,RGB RAM,Lifetime
STOCK,OSCOO Warrior E500 32GB DDR5 5200MHz CL36 Desktop RAM,oscoo-warrior-e500-32gb-ddr5-5200mhz-cl36-desktop-ram,RAM-OSCOO-WARRIOR-E500-32GB-DDR5-5200MHZ-CL3,oscoo,desktop-ram,OSCOO Warrior E500 32GB DDR5 5200MHz CL36 Desktop RAM - fill your own short pitch before publish.,,53000,,,IN_STOCK,0,5,false,true,/uploads/ram/oscoo-warrior-e500-32gb-ddr5-5200mhz-cl36-desktop-ram.webp,OSCOO Warrior E500 32GB DDR5 5200MHz CL36 Desktop RAM,Buy OSCOO Warrior E500 32GB DDR5 5200MHz CL36 Desktop RAM in Bangladesh | LogicBay BD,OSCOO Warrior E500 32GB DDR5 5200MHz CL36 Desktop RAM. Check price and warranty at LogicBay BD.,"desktop ram, oscoo, ddr5, 32gb, 5200 mhz",https://www.startech.com.bd/oscoo-warrior-e500-32gb-ddr5-5200mhz-ram,DDR5,5200 MHz,,32GB,,,,,Lifetime
STOCK,KingBank KJXB 16GB DDR4 3200MHz Desktop RAM,kingbank-kjxb-16gb-ddr4-3200mhz-desktop-ram,RAM-KINGBANK-KJXB-16GB-DDR4-3200MHZ,kingbank,desktop-ram,KingBank KJXB 16GB DDR4 3200MHz Desktop RAM - fill your own short pitch before publish.,,12700,,,IN_STOCK,0,5,false,true,/uploads/ram/kingbank-kjxb-16gb-ddr4-3200mhz-desktop-ram.webp,KingBank KJXB 16GB DDR4 3200MHz Desktop RAM,Buy KingBank KJXB 16GB DDR4 3200MHz Desktop RAM in Bangladesh | LogicBay BD,KingBank KJXB 16GB DDR4 3200MHz Desktop RAM. Check price and warranty at LogicBay BD.,"desktop ram, kingbank, ddr4, 16gb, 3200 mhz",https://www.startech.com.bd/kingbank-kjxb-16gb-ddr4-ram,DDR4,3200 MHz,,16GB,,,,,Lifetime
