stock_decision,name,slug,sku,brand_slug,category_slug,shortDescription,description,price,compareAtPrice,costPrice,stockStatus,stockQuantity,lowStockAlert,isFeatured,isActive,image_url,image_alt,metaTitle,metaDescription,metaKeywords,source_list_url,memory_size,memory_type,engine_clock,memory_clock,resolution,gpu_chipset,chipset_series,pci_express,port_types,warranty
STOCK,ASUS Dual GeForce RTX 5060 8GB GDDR7 Graphics Card,asus-dual-geforce-rtx-5060-8gb-gddr7-graphics-card,GPU-ASUS-DUAL-RTX-5060-8GB-GDDR7,asus,nvidia,"Engine Clock: 2497 MHz (Boost Clock), 2527 MHz(OC Mode) • Memory: 8GB GDDR7; Speed: 28 Gbps • CUDA Core: 3840, AI Performance: 613 TOPs • Output: 1x HDMI 2.1b, 3x DisplayPort 2.1b",,59500,,,IN_STOCK,0,5,false,true,/uploads/gpus/asus-dual-geforce-rtx-5060-8gb-gddr7-graphics-card.jpg,ASUS Dual GeForce RTX 5060 8GB GDDR7 Graphics Card,Buy ASUS Dual GeForce RTX 5060 8GB GDDR7 Graphics Card in Bangladesh | LogicBay BD,ASUS Dual GeForce RTX 5060 8GB GDDR7 Graphics Card. Check price and warranty at LogicBay BD.,"graphics card, asus, nvidia geforce, 50608gb",https://www.startech.com.bd/asus-dual-geforce-rtx-5060-8gb-gddr7-graphics-card,50608GB,GDDR7,2497 MHz (Boost Clock),,,NVIDIA GeForce,RTX 5000,,,3 Years
STOCK,INNO3D GeForce RTX 5060 TWIN X2 OC V2 8GB GDDR7 Graphics Card,inno3d-geforce-rtx-5060-twin-x2-oc-v2-8gb-gddr7-graphics-card,GPU-INNO3D-RTX-5060-TWIN-X2-OC-V2-8GB-GD,inno3d,nvidia,"Video Memory: 8GB GDDR7, PCI Express Gen 5 • Base Clock: 2280MHz, Boost Clock: 2527MHz • CUDA Cores: 3840, Memory Clock: 28 Gbps • Display Outputs: 3 x DisplayPort 2.1b, 1 x HDMI 2.1b",,58000,60000,,IN_STOCK,0,5,false,true,/uploads/gpus/inno3d-geforce-rtx-5060-twin-x2-oc-v2-8gb-gddr7-graphics-card.jpg,INNO3D GeForce RTX 5060 TWIN X2 OC V2 8GB GDDR7 Graphics Card,Buy INNO3D GeForce RTX 5060 TWIN X2 OC V2 8GB GDDR7 Graphics Card in Bangladesh | LogicBay BD,INNO3D GeForce RTX 5060 TWIN X2 OC V2 8GB GDDR7 Graphics Card. Check price and warranty at LogicBay BD.,"graphics card, inno3d, nvidia geforce, 8gb",https://www.startech.com.bd/inno3d-geforce-rtx-5060-twin-x2-oc-v2-8gb-graphics-card,8GB,GDDR7,,28 Gbps,,NVIDIA GeForce,RTX 5000,,,3 Years
STOCK,Manli Nebula GeForce RTX 5060 8GB GDDR7 Graphics Card,manli-nebula-geforce-rtx-5060-8gb-gddr7-graphics-card,GPU-MANLI-NEBULA-RTX-5060-8GB-GDDR7,manli,nvidia,"Video Memory: 8GB GDDR7, Memory Clock: 28 Gbps • Core Clock: Base: 2280 MHz; Boost: 2497 MHz • CUDA Cores: 3840, Memory Bandwidth: Up to 448 GB/s • Display Outputs: 3x DisplayPort, 1x HDMI",,60800,,,IN_STOCK,0,5,false,true,/uploads/gpus/manli-nebula-geforce-rtx-5060-8gb-gddr7-graphics-card.jpg,Manli Nebula GeForce RTX 5060 8GB GDDR7 Graphics Card,Buy Manli Nebula GeForce RTX 5060 8GB GDDR7 Graphics Card in Bangladesh | LogicBay BD,Manli Nebula GeForce RTX 5060 8GB GDDR7 Graphics Card. Check price and warranty at LogicBay BD.,"graphics card, manli, nvidia geforce, 8gb",https://www.startech.com.bd/manli-nebula-geforce-rtx-5060-graphics-card,8GB,GDDR7,,28 Gbps,,NVIDIA GeForce,RTX 5000,,,3 Years
STOCK,PNY GeForce RTX 5060 8GB OC Dual Fan GDDR7 Graphics Card,pny-geforce-rtx-5060-8gb-oc-dual-fan-gddr7-graphics-card,GPU-PNY-RTX-5060-8GB-OC-DUAL-FAN-GDDR7,pny,nvidia,"Video Memory: 8GB GDDR7, PCI Express 5.0 x8 • Graphics Clock: 2280 MHz, Boost Clock: 2535 MHz • CUDA Cores: 3840, Memory Clock: 28 Gbps • Display Outputs: 3 x DisplayPort 2.1b, 1 x HDMI 2.1b",,56000,61000,,IN_STOCK,0,5,false,true,/uploads/gpus/pny-geforce-rtx-5060-8gb-oc-dual-fan-gddr7-graphics-card.jpg,PNY GeForce RTX 5060 8GB OC Dual Fan GDDR7 Graphics Card,Buy PNY GeForce RTX 5060 8GB OC Dual Fan GDDR7 Graphics Card in Bangladesh | LogicBay BD,PNY GeForce RTX 5060 8GB OC Dual Fan GDDR7 Graphics Card. Check price and warranty at LogicBay BD.,"graphics card, pny, nvidia geforce, 8gb",https://www.startech.com.bd/pny-geforce-rtx-5060-8gb-oc-dual-fan-graphics-card,8GB,GDDR7,,28 Gbps,,NVIDIA GeForce,RTX 5000,,,3 Years
STOCK,ZOTAC GeForce RTX 5060 AMP 8GB GDDR7 Graphics Card,zotac-geforce-rtx-5060-amp-8gb-gddr7-graphics-card,GPU-ZOTAC-RTX-5060-AMP-8GB-GDDR7,zotac,nvidia,"Video Memory: 8GB GDDR7, PCI Express 5.0 x8 • Engine Clock: 2550 MHz, CUDA Cores: 3840 • Resolution Supports: Up to 4K 480Hz or 8K 165Hz with DSC • Display Outputs: 3 x DisplayPort 2.1b, 1 x HDMI",,59500,61900,,IN_STOCK,0,5,false,true,/uploads/gpus/zotac-geforce-rtx-5060-amp-8gb-gddr7-graphics-card.jpg,ZOTAC GeForce RTX 5060 AMP 8GB GDDR7 Graphics Card,Buy ZOTAC GeForce RTX 5060 AMP 8GB GDDR7 Graphics Card in Bangladesh | LogicBay BD,ZOTAC GeForce RTX 5060 AMP 8GB GDDR7 Graphics Card. Check price and warranty at LogicBay BD.,"graphics card, zotac, nvidia geforce, 8gb",https://www.startech.com.bd/zotac-geforce-rtx-5060-amp-graphics-card,8GB,GDDR7,2550 MHz,,,NVIDIA GeForce,RTX 5000,,,3 Years
STOCK,MSI GeForce RTX 5060 8G VENTUS 2X OC 8GB GDDR7 Graphics Card,msi-geforce-rtx-5060-8g-ventus-2x-oc-8gb-gddr7-graphics-card,GPU-MSI-RTX-5060-8G-VENTUS-2X-OC-8GB-GDD,msi,nvidia,"Video Memory: 8GB GDDR7, PCI Express 5 • CUDA Cores: 3840 Units, Memory Speed: 28 Gbps • Core Clocks: Extreme: 2535 MHz, Boost: 2527 MHz • Display Outputs: 3 x DisplayPort 2.1b, 1 x HDMI",,56999,62900,,IN_STOCK,0,5,false,true,/uploads/gpus/msi-geforce-rtx-5060-8g-ventus-2x-oc-8gb-gddr7-graphics-card.jpg,MSI GeForce RTX 5060 8G VENTUS 2X OC 8GB GDDR7 Graphics Card,Buy MSI GeForce RTX 5060 8G VENTUS 2X OC 8GB GDDR7 Graphics Card in Bangladesh | LogicBay BD,MSI GeForce RTX 5060 8G VENTUS 2X OC 8GB GDDR7 Graphics Card. Check price and warranty at LogicBay BD.,"graphics card, msi, nvidia geforce, 8gb",https://www.startech.com.bd/msi-geforce-rtx-5060-8g-ventus-2x-oc-graphics-card,8GB,GDDR7,,,,NVIDIA GeForce,RTX 5000,,,3 Years
STOCK,MSI GeForce RTX 5060 8G VENTUS 2X OC V1 GDDR7 Graphics Card,msi-geforce-rtx-5060-8g-ventus-2x-oc-v1-gddr7-graphics-card,GPU-MSI-RTX-5060-8G-VENTUS-2X-OC-V1-GDDR,msi,nvidia,"Video Memory: 8GB GDDR7, PCI Express Gen 5 x16 • Core Clocks: Extreme: 2535 MHz, Boost: 2527 MHz • CUDA Cores: 3840 Units, Memory Speed: 28 Gbps • Display Outputs: 3 x DisplayPort 2.1b, 1 x HDMI 2.1b",,59500,62900,,IN_STOCK,0,5,false,true,/uploads/gpus/msi-geforce-rtx-5060-8g-ventus-2x-oc-v1-gddr7-graphics-card.jpg,MSI GeForce RTX 5060 8G VENTUS 2X OC V1 GDDR7 Graphics Card,Buy MSI GeForce RTX 5060 8G VENTUS 2X OC V1 GDDR7 Graphics Card in Bangladesh | LogicBay BD,MSI GeForce RTX 5060 8G VENTUS 2X OC V1 GDDR7 Graphics Card. Check price and warranty at LogicBay BD.,"graphics card, msi, nvidia geforce, 8gb",https://www.startech.com.bd/msi-geforce-rtx-5060-8g-ventus-2x-oc-v1-graphcs-card,8GB,GDDR7,,,,NVIDIA GeForce,RTX 5000,,,3 Years
STOCK,ASUS Dual GeForce RTX 5060 White OC Edition 8GB GDDR7 Graphics Card,asus-dual-geforce-rtx-5060-white-oc-edition-8gb-gddr7-graphics-card,GPU-ASUS-DUAL-RTX-5060-WHITE-OC-EDITION-,asus,nvidia,"Video Memory: 8GB GDDR7, PCI Express 5.0 • Engine Clock: 2565MHz (OC), 2535MHz (Boost Clock) • Memory Speed: 28 Gbps, CUDA Cores: 3840 • Display Outputs: 3 x DisplayPort 2.1b, 1 x HDMI 2.1b",,69000,,,IN_STOCK,0,5,false,true,/uploads/gpus/asus-dual-geforce-rtx-5060-white-oc-edition-8gb-gddr7-graphics-card.jpg,ASUS Dual GeForce RTX 5060 White OC Edition 8GB GDDR7 Graphics Card,Buy ASUS Dual GeForce RTX 5060 White OC Edition 8GB GDDR7 Graphics Card in Bangladesh | LogicBay BD,ASUS Dual GeForce RTX 5060 White OC Edition 8GB GDDR7 Graphics Card. Check price and warranty at LogicBay BD.,"graphics card, asus, nvidia geforce, 8gb",https://www.startech.com.bd/asus-dual-geforce-rtx-5060-white-oc-edition-8gb-gddr7-graphics-card,8GB,GDDR7,2565MHz (OC),,,NVIDIA GeForce,RTX 5000,,,3 Years
STOCK,GIGABYTE GeForce RTX 3060 WINDFORCE OC 12GB GDDR6 Graphics Card,gigabyte-geforce-rtx-3060-windforce-oc-12gb-gddr6-graphics-card,GPU-GIGABYTE-RTX-3060-WINDFORCE-OC-12GB-,gigabyte,nvidia,"Core Clock: 1792 MHz (Reference Card: 1777 MHz) • CUDA Cores: 3584 • Memory Clock: 15000 MHz • Output: DisplayPort 1.4a x2, HDMI 2.1 x2",,58000,65000,,IN_STOCK,0,5,false,true,/uploads/gpus/gigabyte-geforce-rtx-3060-windforce-oc-12gb-gddr6-graphics-card.jpg,GIGABYTE GeForce RTX 3060 WINDFORCE OC 12GB GDDR6 Graphics Card,Buy GIGABYTE GeForce RTX 3060 WINDFORCE OC 12GB GDDR6 Graphics Card in Bangladesh | LogicBay BD,GIGABYTE GeForce RTX 3060 WINDFORCE OC 12GB GDDR6 Graphics Card. Check price and warranty at LogicBay BD.,"graphics card, gigabyte, nvidia geforce, 12gb",https://www.startech.com.bd/gigabyte-geforce-rtx-3060-windforce-oc-12g-graphics-card,12GB,GDDR6,,15000 MHz,,NVIDIA GeForce,RTX 3000,,,3 Years
STOCK,Colorful iGame GeForce RTX 5060 Ultra W DUO OC 8GB-V GDDR7 Graphics Card,colorful-igame-geforce-rtx-5060-ultra-w-duo-oc-8gb-v-gddr7-graphics-card,GPU-COLORFUL-IGAME-RTX-5060-ULTRA-W-DUO-,colorful,nvidia,"Video Memory: 8GB GDDR7, CUDA Cores: 3840 • Core Clock: Base: 2280 MHz; Boost: 2497 MHz • One-Key OC: Base: 2280 MHz; Boost: 2580 MHz • Display Outputs: 3 x DisplayPort 2.1b, 1 x HDMI 2.1b",,62000,65000,,IN_STOCK,0,5,false,true,/uploads/gpus/colorful-igame-geforce-rtx-5060-ultra-w-duo-oc-8gb-v-gddr7-graphics-card.jpg,Colorful iGame GeForce RTX 5060 Ultra W DUO OC 8GB-V GDDR7 Graphics Card,Buy Colorful iGame GeForce RTX 5060 Ultra W DUO OC 8GB-V GDDR7 Graphics Card in Bangladesh | LogicBay BD,Colorful iGame GeForce RTX 5060 Ultra W DUO OC 8GB-V GDDR7 Graphics Card. Check price and warranty at LogicBay BD.,"graphics card, colorful, nvidia geforce, 8gb",https://www.startech.com.bd/colorful-igame-geforce-rtx-5060-ultra-w-duo-oc-8gb-v-graphics-card,8GB,GDDR7,,,,NVIDIA GeForce,RTX 5000,,,3 Years
STOCK,GIGABYTE GeForce RTX 5060 EAGLE MAX OC 8GB GDDR7 Graphics Card,gigabyte-geforce-rtx-5060-eagle-max-oc-8gb-gddr7-graphics-card,GPU-GIGABYTE-RTX-5060-EAGLE-MAX-OC-8GB-G,gigabyte,nvidia,"Video Memory: 8GB GDDR7, PCI Express 5.0 • Core Clock: 2550 MHz (Reference card: 2497MHz) • CUDA Cores: 3840, Memory Clock: 28 Gbps • Display Outputs: 3x DisplayPort 2.1b, 1x HDMI 2.1b",,62000,65000,,IN_STOCK,0,5,false,true,/uploads/gpus/gigabyte-geforce-rtx-5060-eagle-max-oc-8gb-gddr7-graphics-card.jpg,GIGABYTE GeForce RTX 5060 EAGLE MAX OC 8GB GDDR7 Graphics Card,Buy GIGABYTE GeForce RTX 5060 EAGLE MAX OC 8GB GDDR7 Graphics Card in Bangladesh | LogicBay BD,GIGABYTE GeForce RTX 5060 EAGLE MAX OC 8GB GDDR7 Graphics Card. Check price and warranty at LogicBay BD.,"graphics card, gigabyte, nvidia geforce, 8gb",https://www.startech.com.bd/gigabyte-geforce-rtx-5060-eagle-max-oc-8g-graphics-card,8GB,GDDR7,,28 Gbps,,NVIDIA GeForce,RTX 5000,,,3 Years
STOCK,MSI GeForce RTX 3060 VENTUS 2X OC 12GB Graphics Card,msi-geforce-rtx-3060-ventus-2x-oc-12gb-graphics-card,GPU-MSI-RTX-3060-VENTUS-2X-OC-12GB,msi,nvidia,12GB of GDDR6 VRAM • 3584 CUDA Cores • Ampere Architecture • Boostable up to 1807 MHz,,58900,65900,,IN_STOCK,0,5,false,true,/uploads/gpus/msi-geforce-rtx-3060-ventus-2x-oc-12gb-graphics-card.jpg,MSI GeForce RTX 3060 VENTUS 2X OC 12GB Graphics Card,Buy MSI GeForce RTX 3060 VENTUS 2X OC 12GB Graphics Card in Bangladesh | LogicBay BD,MSI GeForce RTX 3060 VENTUS 2X OC 12GB Graphics Card. Check price and warranty at LogicBay BD.,"graphics card, msi, nvidia geforce, 12gb",https://www.startech.com.bd/msi-rtx-3060-ventus-2x-oc-12gb-graphics-card,12GB,GDDR6,,,,NVIDIA GeForce,RTX 3000,,,3 Years
STOCK,Sapphire Pulse AMD Radeon RX 9060 XT Gaming OC 8GB GDDR6 Graphics Card,sapphire-pulse-amd-radeon-rx-9060-xt-gaming-oc-8gb-gddr6-graphics-card,GPU-SAPPHIRE-PULSE-RX-9060-XT-GAMING-OC-,sapphire,amd-gpu,"Boost Clock: Up to 3290 MHz, Game Clock: Up to 2700 MHz • Memory: 8GB/128 bit GDDR6, Memory Clock: 20 Gbps Effective • Stream Processors: 2048, AMD RDNA 4 Architecture • Output Ports: 2x HDMI, 1x DisplayPort 2.1a",,66900,,,IN_STOCK,0,5,false,true,/uploads/gpus/sapphire-pulse-amd-radeon-rx-9060-xt-gaming-oc-8gb-gddr6-graphics-card.jpg,Sapphire Pulse AMD Radeon RX 9060 XT Gaming OC 8GB GDDR6 Graphics Card,Buy Sapphire Pulse AMD Radeon RX 9060 XT Gaming OC 8GB GDDR6 Graphics Card in Bangladesh | LogicBay BD,Sapphire Pulse AMD Radeon RX 9060 XT Gaming OC 8GB GDDR6 Graphics Card. Check price and warranty at LogicBay BD.,"graphics card, sapphire, amd radeon, 8gb",https://www.startech.com.bd/sapphire-pulse-amd-radeon-rx-9060-xt-gaming-oc-8gb-graphics-card,8GB,GDDR6,,20 Gbps Effective,,AMD Radeon,RX 9000,,,3 Years
STOCK,GUNNIR Intel Arc Pro B50 16G Low Profile GDDR6 Workstation Graphics Card,gunnir-intel-arc-pro-b50-16g-low-profile-gddr6-workstation-graphics-card,GPU-GUNNIR-ARC-PRO-B50-16G-LOW-PROFILE-G,gunnir,graphics-card,"Clock Speed: 1700MHz • Memory: 16GB GDDR6; AI TOPS: 170TOPS • Memory Bandwidth: 224GB/s • Output: DisplayPort x1, HDMI x2",,69000,,,IN_STOCK,0,5,false,true,/uploads/gpus/gunnir-intel-arc-pro-b50-16g-low-profile-gddr6-workstation-graphics-card.jpg,GUNNIR Intel Arc Pro B50 16G Low Profile GDDR6 Workstation Graphics Card,Buy GUNNIR Intel Arc Pro B50 16G Low Profile GDDR6 Workstation Graphics Card in Bangladesh | LogicBay BD,GUNNIR Intel Arc Pro B50 16G Low Profile GDDR6 Workstation Graphics Card. Check price and warranty at LogicBay BD.,"graphics card, gunnir, intel arc, ",https://www.startech.com.bd/gunnir-intel-arc-pro-b50-16g-low-profile-graphics-card,,GDDR6,,,,Intel Arc,,,,3 Years
STOCK,MSI GeForce RTX 5060 Ti 8G SHADOW 2X OC PLUS 8GB GDDR7 Graphics Card,msi-geforce-rtx-5060-ti-8g-shadow-2x-oc-plus-8gb-gddr7-graphics-card,GPU-MSI-RTX-5060-TI-8G-SHADOW-2X-OC-PLUS,msi,nvidia,"Video Memory: 8GB GDDR7, PCI Express 5 • CUDA Cores: 4608 Units, Memory Speed: 28 Gbps • Core Clocks: Extreme: 2617 MHz, Boost: 2602 MHz • Display Outputs: 3 x DisplayPort 2.1b, 1 x HDMI",,71000,71900,,IN_STOCK,0,5,false,true,/uploads/gpus/msi-geforce-rtx-5060-ti-8g-shadow-2x-oc-plus-8gb-gddr7-graphics-card.jpg,MSI GeForce RTX 5060 Ti 8G SHADOW 2X OC PLUS 8GB GDDR7 Graphics Card,Buy MSI GeForce RTX 5060 Ti 8G SHADOW 2X OC PLUS 8GB GDDR7 Graphics Card in Bangladesh | LogicBay BD,MSI GeForce RTX 5060 Ti 8G SHADOW 2X OC PLUS 8GB GDDR7 Graphics Card. Check price and warranty at LogicBay BD.,"graphics card, msi, nvidia geforce, 8gb",https://www.startech.com.bd/msi-geforce-rtx-5060-ti-8g-shadow-2x-oc-plus-graphics-card,8GB,GDDR7,,,,NVIDIA GeForce,RTX 5000,,,3 Years
STOCK,Colorful GeForce RTX 5060 Ti Battle AX DUO 8GB-V GDDR7 Graphics Card,colorful-geforce-rtx-5060-ti-battle-ax-duo-8gb-v-gddr7-graphics-card,GPU-COLORFUL-RTX-5060-TI-BATTLE-AX-DUO-8,colorful,nvidia,"Video Memory: 8GB GDDR7, Memory Clock: 28Gbps • Core Clock: Base: 2407 Mhz, Boost: 2572 Mhz • CUDA Cores: 4608, Memory Bandwidth: 448GB/s • Display Outputs: 3x DisplayPort 2.1b, 1x HDMI 2.1b",,69900,72500,,IN_STOCK,0,5,false,true,/uploads/gpus/colorful-geforce-rtx-5060-ti-battle-ax-duo-8gb-v-gddr7-graphics-card.jpg,Colorful GeForce RTX 5060 Ti Battle AX DUO 8GB-V GDDR7 Graphics Card,Buy Colorful GeForce RTX 5060 Ti Battle AX DUO 8GB-V GDDR7 Graphics Card in Bangladesh | LogicBay BD,Colorful GeForce RTX 5060 Ti Battle AX DUO 8GB-V GDDR7 Graphics Card. Check price and warranty at LogicBay BD.,"graphics card, colorful, nvidia geforce, 8gb",https://www.startech.com.bd/colorful-geforce-rtx-5060-ti-battle-ax-duo-8gb-v-graphics-card,8GB,GDDR7,,28Gbps,,NVIDIA GeForce,RTX 5000,,,3 Years
STOCK,INNO3D GeForce RTX 5060 Ti 8GB TWIN X2 OC Graphics Card,inno3d-geforce-rtx-5060-ti-8gb-twin-x2-oc-graphics-card,GPU-INNO3D-RTX-5060-TI-8GB-TWIN-X2-OC,inno3d,nvidia,"Video Memory: 8GB GDDR7, PCI Express Gen 5 • Base Clock: 2317MHz, Boost Clock: 2602MHz • CUDA Cores: 4608, Memory Clock: 28Gbps • Display Outputs: 3 x DisplayPort 2.1b, 1 x HDMI 2.1b",,68500,72500,,IN_STOCK,0,5,false,true,/uploads/gpus/inno3d-geforce-rtx-5060-ti-8gb-twin-x2-oc-graphics-card.jpg,INNO3D GeForce RTX 5060 Ti 8GB TWIN X2 OC Graphics Card,Buy INNO3D GeForce RTX 5060 Ti 8GB TWIN X2 OC Graphics Card in Bangladesh | LogicBay BD,INNO3D GeForce RTX 5060 Ti 8GB TWIN X2 OC Graphics Card. Check price and warranty at LogicBay BD.,"graphics card, inno3d, nvidia geforce, 8gb",https://www.startech.com.bd/inno3d-rtx-5060-ti-8gb-twin-x2-oc-graphics-card,8GB,GDDR7,,28Gbps,,NVIDIA GeForce,RTX 5000,,,3 Years
STOCK,Colorful iGame GeForce RTX 5060 Ti Ultra W DUO OC 8GB-V GDDR7 Graphics Card,colorful-igame-geforce-rtx-5060-ti-ultra-w-duo-oc-8gb-v-gddr7-graphics-card,GPU-COLORFUL-IGAME-RTX-5060-TI-ULTRA-W-D,colorful,nvidia,"Video Memory: 8GB GDDR7, CUDA Cores: 4608 • Core Clock: Base: 2407 MHz; Boost: 2572 MHz • One-Key OC: Base: 2407 MHz; Boost: 2632 MHz • Display Outputs: 3 x DisplayPort 2.1b, 1 x HDMI 2.1b",,71900,73000,,IN_STOCK,0,5,false,true,/uploads/gpus/colorful-igame-geforce-rtx-5060-ti-ultra-w-duo-oc-8gb-v-gddr7-graphics-card.jpg,Colorful iGame GeForce RTX 5060 Ti Ultra W DUO OC 8GB-V GDDR7 Graphics Card,Buy Colorful iGame GeForce RTX 5060 Ti Ultra W DUO OC 8GB-V GDDR7 Graphics Card in Bangladesh | LogicBay BD,Colorful iGame GeForce RTX 5060 Ti Ultra W DUO OC 8GB-V GDDR7 Graphics Card. Check price and warranty at LogicBay BD.,"graphics card, colorful, nvidia geforce, 8gb",https://www.startech.com.bd/colorful-igame-geforce-rtx-5060-ti-ultra-w-duo-oc-8gb-v-graphics-card,8GB,GDDR7,,,,NVIDIA GeForce,RTX 5000,,,3 Years
STOCK,MSI GeForce RTX 5060 Ti 8G VENTUS 2X PLUS 8GB GDDR7 Graphics Card,msi-geforce-rtx-5060-ti-8g-ventus-2x-plus-8gb-gddr7-graphics-card,GPU-MSI-RTX-5060-TI-8G-VENTUS-2X-PLUS-8G,msi,nvidia,"Video Memory: 8GB GDDR7, PCI Express 5 • CUDA Cores: 4608 Units, Memory Speed: 28 Gbps • Core Clocks: Extreme: 2587 MHz, Boost: 2572 MHz • Display Outputs: 3 x DisplayPort 2.1b, 1 x HDMI",,74000,,,IN_STOCK,0,5,false,true,/uploads/gpus/msi-geforce-rtx-5060-ti-8g-ventus-2x-plus-8gb-gddr7-graphics-card.jpg,MSI GeForce RTX 5060 Ti 8G VENTUS 2X PLUS 8GB GDDR7 Graphics Card,Buy MSI GeForce RTX 5060 Ti 8G VENTUS 2X PLUS 8GB GDDR7 Graphics Card in Bangladesh | LogicBay BD,MSI GeForce RTX 5060 Ti 8G VENTUS 2X PLUS 8GB GDDR7 Graphics Card. Check price and warranty at LogicBay BD.,"graphics card, msi, nvidia geforce, 8gb",https://www.startech.com.bd/msi-geforce-rtx-5060-ti-8g-ventus-2x-plus-graphics-card,8GB,GDDR7,,,,NVIDIA GeForce,RTX 5000,,,3 Years
STOCK,Colorful GeForce RTX 5060 Ti Gaming DUO 8GB-V GDDR7 Graphics Card,colorful-geforce-rtx-5060-ti-gaming-duo-8gb-v-gddr7-graphics-card,GPU-COLORFUL-RTX-5060-TI-GAMING-DUO-8GB-,colorful,nvidia,"Video Memory: 8GB GDDR7, CUDA Cores: 3840 • Core Clock: Base: 2407 Mhz; Boost: 2572 MHz • Memory Clock: 28 Gbps, Memory Bus Width: 128 bit • Display Outputs: 3 x DisplayPort 2.1b, 1 x HDMI 2.1b",,70500,74000,,IN_STOCK,0,5,false,true,/uploads/gpus/colorful-geforce-rtx-5060-ti-gaming-duo-8gb-v-gddr7-graphics-card.jpg,Colorful GeForce RTX 5060 Ti Gaming DUO 8GB-V GDDR7 Graphics Card,Buy Colorful GeForce RTX 5060 Ti Gaming DUO 8GB-V GDDR7 Graphics Card in Bangladesh | LogicBay BD,Colorful GeForce RTX 5060 Ti Gaming DUO 8GB-V GDDR7 Graphics Card. Check price and warranty at LogicBay BD.,"graphics card, colorful, nvidia geforce, 8gb",https://www.startech.com.bd/colorful-geforce-rtx-5060-ti-gaming-duo-8gb-v-graphics-card,8GB,GDDR7,,"28 Gbps, Memory Bus Width: 128 bit",,NVIDIA GeForce,RTX 5000,,,3 Years
STOCK,MSI GeForce RTX 5060 Ti 8G VENTUS 2X OC PLUS 8GB GDDR7 Graphics Card,msi-geforce-rtx-5060-ti-8g-ventus-2x-oc-plus-8gb-gddr7-graphics-card,GPU-MSI-RTX-5060-TI-8G-VENTUS-2X-OC-PLUS,msi,nvidia,"Video Memory: 8GB GDDR7, PCI Express 5 • CUDA Cores: 4608 Units, Memory Speed: 28 Gbps • Core Clocks: Extreme: 2617 MHz, Boost: 2602 MHz • Display Outputs: 3 x DisplayPort 2.1b, 1 x HDMI",,71900,74900,,IN_STOCK,0,5,false,true,/uploads/gpus/msi-geforce-rtx-5060-ti-8g-ventus-2x-oc-plus-8gb-gddr7-graphics-card.jpg,MSI GeForce RTX 5060 Ti 8G VENTUS 2X OC PLUS 8GB GDDR7 Graphics Card,Buy MSI GeForce RTX 5060 Ti 8G VENTUS 2X OC PLUS 8GB GDDR7 Graphics Card in Bangladesh | LogicBay BD,MSI GeForce RTX 5060 Ti 8G VENTUS 2X OC PLUS 8GB GDDR7 Graphics Card. Check price and warranty at LogicBay BD.,"graphics card, msi, nvidia geforce, 8gb",https://www.startech.com.bd/msi-geforce-rtx-5060-ti-8g-ventus-2x-oc-plus-graphics-card,8GB,GDDR7,,,,NVIDIA GeForce,RTX 5000,,,3 Years
STOCK,MSI GeForce RTX 5060 Ti 8G VENTUS 2X OC WHITE PLUS 8GB GDDR7 Graphics Card,msi-geforce-rtx-5060-ti-8g-ventus-2x-oc-white-plus-8gb-gddr7-graphics-card,GPU-MSI-RTX-5060-TI-8G-VENTUS-2X-OC-WHIT,msi,nvidia,"Video Memory: 8GB GDDR7, PCI Express Gen 5 x16 • Core Clocks: Extreme: 2617 MHz, Boost: 2602 MHz • CUDA Cores: 4608 Units, Memory Speed: 28 Gbps • Display Outputs: 3 x DisplayPort 2.1b, 1 x HDMI 2.1b",,69900,74900,,IN_STOCK,0,5,false,true,/uploads/gpus/msi-geforce-rtx-5060-ti-8g-ventus-2x-oc-white-plus-8gb-gddr7-graphics-card.jpg,MSI GeForce RTX 5060 Ti 8G VENTUS 2X OC WHITE PLUS 8GB GDDR7 Graphics Card,Buy MSI GeForce RTX 5060 Ti 8G VENTUS 2X OC WHITE PLUS 8GB GDDR7 Graphics Card in Bangladesh | LogicBay BD,MSI GeForce RTX 5060 Ti 8G VENTUS 2X OC WHITE PLUS 8GB GDDR7 Graphics Card. Check price and warranty at LogicBay BD.,"graphics card, msi, nvidia geforce, 8gb",https://www.startech.com.bd/msi-geforce-rtx-5060-ti-8g-ventus-2x-oc-white-plus-gpu,8GB,GDDR7,,,,NVIDIA GeForce,RTX 5000,,,3 Years
